Chain,Store Number,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
Wawa,974,39.76033,-75.305125,0.99,rooftop,117,Paulsboro Rd,Swedesboro,NJ,Gloucester County,08085,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8035,40.095614,-74.976963,1,rooftop,12291,Academy Rd,Philadelphia,PA,Philadelphia County,19154,US,Philadelphia
Wawa,5161,28.566328,-81.195447,1,rooftop,12315,E Colonial Dr,Orlando,FL,Orange County,32826,US,Orange County
Sheetz,344,41.262841,-75.816541,0.98,nearest_street,79,Jumper Rd,Wilkes-Barre,PA,Luzerne County,18702,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,315,37.745872,-77.471792,1,rooftop,12341,Washington Hw,Ashland,VA,Hanover County,23005,US,Virginia Geographic Information Network (VGIN)
Sheetz,380,36.069297,-79.270064,1,rooftop,1301,Mebane Oaks Rd,Mebane,NC,Alamance County,27302,US,Alamance
Sheetz,149,41.118825,-78.759438,1,rooftop,24,E Park Ave,Dubois,PA,Clearfield County,15801,US,Clearfield
Sheetz,319,41.305845,-75.933123,0.99,nearest_street,44,N Memorial Hwy,Shavertown,PA,Luzerne County,18708,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,184,39.652472,-77.800709,0.99,rooftop,12404,Lager Dr,Hagerstown,MD,Washington County,21740,US,Statewide
Wawa,142,40.173515,-74.792933,1,rooftop,1244,Old Route 13,Morrisville,PA,Bucks County,19067,US,Bucks
Sheetz,405,35.801722,-80.905155,1,nearest_street,,I 40,Statesville,NC,Iredell County,28625,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,171,39.153225,-80.04137,1,rooftop,149,N Main St,Philippi,WV,Barbour County,26416,US,Statewide
Sheetz,302,38.133612,-79.043355,1,rooftop,1250,Richmond Ave,Staunton,VA,Augusta County,24401,US,City of Staunton
Wawa,728,39.275668,-74.58255,1,rooftop,1242,West Ave,Ocean City,NJ,Cape May County,08226,US,Cape May
Wawa,556,38.338426,-75.119463,1,rooftop,12502,Ocean Gtwy,Ocean City,MD,Worcester County,21842,US,Statewide
Wawa,696,37.66348,-77.649871,1,rooftop,12564,Broad Street Rd,Richmond,VA,Goochland County,23233,US,Virginia Geographic Information Network (VGIN)
Sheetz,192,39.083753,-78.084053,1,rooftop,12582,Lord Fairfax Hwy,Boyce,VA,Clarke County,22620,US,Clarke
Wawa,8510,39.39658,-76.575124,1,rooftop,1300,E Joppa Rd,Towson,MD,Baltimore County,21286,US,Baltimore
Wawa,8114,39.934274,-75.391864,0.98,nearest_street,21,Kirk Ln,Media,PA,Delaware County,19063,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8624,37.253347,-77.383997,0.99,rooftop,457,Charles H Dimmock Pkwy,Colonial Heights,VA,Colonial Heights city,23834,US,Virginia Geographic Information Network (VGIN)
Sheetz,497,40.272524,-78.459629,1,rooftop,116,,,,,16628,US,Blair
Wawa,5169,26.55768,-81.871,1,rooftop,12701,S Cleveland Ave,Fort Myers,FL,Lee County,33907,US,MapWise (and individual Florida counties)
Wawa,306,40.403253,-74.648887,1,rooftop,1273,Van Horne Rd,Skillman,NJ,Somerset County,08558,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5147,27.879758,-82.815472,1,rooftop,12750,Walsingham Rd,Largo,FL,Pinellas County,33774,US,Pinellas
Sheetz,168,39.410471,-79.001503,1,rooftop,1336,New Creek Hwy,Keyser,WV,Mineral County,26726,US,Statewide
Sheetz,529,40.969963,-81.35546,1,rooftop,801,Edison St NW,Hartville,OH,Stark County,44632,US,Stark
Sheetz,58,41.208576,-79.367871,0.98,nearest_street,1282,Us Hwy 322,Clarion,PA,Clarion County,16214,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,357,40.493722,-81.473107,1,rooftop,110,Bluebell Dr NW,New Philadelphia,OH,Tuscarawas County,44663,US,Tuscarawas
Sheetz,587,40.79481,-77.859379,1,rooftop,131,S Pugh St,State College,PA,Centre County,16801,US,Centre
Wawa,5184,28.532792,-82.513244,1,rooftop,12984,Cortez Blvd,Brooksville,FL,Hernando County,34613,US,Hernando
Sheetz,228,40.448454,-76.93142,1,rooftop,13,S River Rd,Halifax,PA,Dauphin County,17032,US,Dauphin
Wawa,710,39.395231,-75.041662,1,rooftop,13,W Main St,Millville,NJ,Cumberland County,08332,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,509,36.086606,-79.805926,1,rooftop,1300,Battleground Ave,Greensboro,NC,Guilford County,27408,US,NC Geographic Information Coordinating Council
Wawa,8113,39.950408,-75.162062,1,rooftop,1300-6,Chestnut St,Philadelphia,PA,Philadelphia County,19107,US,Philadelphia
Sheetz,249,39.406762,-77.388038,1,rooftop,1300,E Patrick St,Frederick,MD,Frederick County,21701,US,Frederick County
Wawa,8071,40.10785,-75.319655,0.98,nearest_street,1320,E Ridge Pike,Plymouth Meeting,PA,Montgomery County,19462,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,207,40.005347,-75.102834,1,rooftop,1300-14,E Erie Ave,Philadelphia,PA,Philadelphia County,19124,US,Philadelphia
Wawa,8635,37.561973,-77.376781,1,rooftop,1300,N Laburnum Ave,Richmond,VA,Henrico County,23223,US,Virginia Geographic Information Network (VGIN)
Wawa,8313,40.675039,-75.140415,0.99,rooftop,1396,Us Highway 22,Phillipsburg,NJ,Warren County,08865,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8360,40.263169,-74.802864,1,rooftop,1300,Silvia Rd,Trenton,NJ,Mercer County,08628,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,443,38.302609,-80.834473,1,rooftop,1300,Wal St,Summersville,WV,Nicholas County,26651,US,Statewide
Wawa,967,39.796031,-75.038621,0.99,rooftop,1324,Little Gloucester Rd,Blackwood,NJ,Camden County,08012,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,347,39.973328,-74.847073,1,rooftop,1301,State Highway 38,Hainesport,NJ,Burlington County,08036,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5175,27.796769,-82.334085,1,rooftop,13026,S Us Highway 301,Riverview,FL,Hillsborough County,33579,US,Hillsborough County
Sheetz,401,39.737912,-77.527006,1,rooftop,11542,Buchanan Trl E,Waynesboro,PA,Franklin County,17268,US,Franklin
Sheetz,595,38.783952,-77.564805,1,rooftop,13039,Balls Ford Rd,Manassas,VA,Prince William County,20109,US,Virginia Geographic Information Network (VGIN)
Sheetz,424,38.435671,-82.123629,1,rooftop,1304,Johns Creek Rd,Milton,WV,Cabell County,25541,US,Statewide
Wawa,929,40.215857,-74.126141,1,rooftop,1310,Sr 34,Farmingdale,NJ,Monmouth County,07727,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,977,39.58568,-74.223584,1,rooftop,5,E Pennsylvania Ave,Beach Haven,NJ,Ocean County,08008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,76,39.928,-77.62959,1,rooftop,1315,Lincoln Way E,Chambersburg,PA,Franklin County,17202,US,Franklin
Wawa,778,39.887734,-75.111473,1,rooftop,1313,Market St,Gloucester City,NJ,Camden County,08030,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8020,40.179463,-74.870682,1,rooftop,132,Oxford Valley Rd,Langhorne,PA,Bucks County,19047,US,Bucks
Sheetz,133,40.685823,-80.105912,1,rooftop,1329,Freedom Rd,Cranberry Twp,PA,Butler County,16066,US,Butler
Sheetz,10,40.494661,-78.016322,1,rooftop,1322,Moore St,Huntingdon,PA,Huntingdon County,16652,US,Huntingdon
Wawa,5286,27.853122,-82.269914,1,rooftop,13323,Boyette Rd,Riverview,FL,Hillsborough County,33569,US,Hillsborough County
Wawa,661,38.658836,-77.300009,1,rooftop,13355,Minnieville Rd,Woodbridge,VA,Prince William County,22192,US,Prince William
Sheetz,407,36.959461,-81.095618,1,rooftop,1340,N 4th St,Wytheville,VA,Wythe County,24382,US,Virginia Geographic Information Network (VGIN)
Sheetz,586,35.91784,-80.057879,1,rooftop,1340,National Hwy,Thomasville,NC,Davidson County,27360,US,NC Geographic Information Coordinating Council
Sheetz,333,37.289174,-80.07939,1,rooftop,1340,W Main St,Salem,VA,Roanoke County,24153,US,City of Salem
Sheetz,479,35.51603,-78.578622,1,rooftop,13433,Nc Hwy 210,Benson,NC,Johnston County,27504,US,Johnston
Wawa,8329,40.209106,-74.026233,1,rooftop,200,Highway 35 So,Neptune,NJ,Monmouth County,07753,US,Monmouth
Sheetz,491,37.979448,-78.209949,1,rooftop,135,Market St,Louisa,VA,Louisa County,23093,US,Louisa
Wawa,8319,40.048474,-74.211355,0.99,rooftop,135,State Highway 70,Lakewood,NJ,Ocean County,08701,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5210,28.551431,-81.583872,1,rooftop,13501,W Colonial Dr,Winter Garden,FL,Orange County,34787,US,Orange County
Sheetz,445,40.802534,-79.486141,1,rooftop,13512,State Route 422,Kittanning,PA,Armstrong County,16201,US,Armstrong
Wawa,5132,28.365694,-81.382449,1,rooftop,13585,S Orange Ave,Orlando,FL,Orange County,32824,US,Orange County
Sheetz,180,39.340633,-78.755237,1,rooftop,157,Gravel,Romney,WV,Hampshire County,26757,US,Statewide
Sheetz,313,40.345414,-79.76509,0.99,nearest_street,89,Carpenter Ln,Irwin,PA,Westmoreland County,15642,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,35,40.436654,-78.413323,1,rooftop,1371,1371 Plank Rd Rd,Duncansville,PA,Blair County,16635,US,Blair
Sheetz,96,41.424345,-78.730188,1,rooftop,138,N Broad St,Ridgway,PA,Elk County,15853,US,Elk
Sheetz,127,40.601405,-78.709846,1,rooftop,139,S Main St,Carrolltown,PA,Cambria County,15722,US,Cambria
Wawa,5186,28.662712,-81.346137,1,rooftop,1390,E Altamonte Dr,Altamonte Springs,FL,Seminole County,32701,US,MapWise (and individual Florida counties)
Sheetz,262,39.612633,-77.73021,1,rooftop,1396,S Potomac St,Hagerstown,MD,Washington County,21740,US,Statewide
Wawa,790,40.351371,-74.07583,1,rooftop,14,N Bridge Ave,Red Bank,NJ,Monmouth County,07701,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,857,39.641289,-75.625658,1,rooftop,1400,Beaver Brook Plz,New Castle,DE,New Castle County,19720,US,New Castle
Sheetz,15,40.675762,-78.236602,1,rooftop,10,W 10 W 14th St St,Tyrone,PA,Blair County,16686,US,Blair
Sheetz,512,36.0934,-80.062093,1,rooftop,1400,66 South Hwy,Kernersville,NC,Forsyth County,27284,US,NC Geographic Information Coordinating Council
Wawa,744,39.726869,-74.291154,1,rooftop,1400,State Highway 72,Manahawkin,NJ,Ocean County,08050,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,79,40.24427,-75.33917,0.97,nearest_street,1600,Sumneytown Pike,Lansdale,PA,Montgomery County,19446,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,597,38.87004,-76.850707,1,rooftop,1401,Hampton Park Blvd,Capitol Heights,MD,Prince George's County,20743,US,Prince Georges
Sheetz,574,40.199435,-76.754686,1,rooftop,1401,W Harrisburg Pke,Middletown,PA,Dauphin County,17057,US,Dauphin
Sheetz,416,35.839639,-78.324773,1,rooftop,1406,N Arendell Ave,Zebulon,NC,Wake County,27597,US,NC Geographic Information Coordinating Council
Sheetz,146,41.246894,-78.786911,0.99,nearest_street,1398,Us Hwy 219,Brockway,PA,Jefferson County,15824,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,482,37.804623,-81.182553,1,rooftop,1408,N Eisenhower Dr,Beckley,WV,Raleigh County,25801,US,Statewide
Wawa,232,40.131901,-75.011542,1,rooftop,14101,Bustleton Ave,Philadelphia,PA,Philadelphia County,19116,US,Philadelphia
Wawa,775,39.669151,-74.973999,1,rooftop,1445,S Black Horse Pike,Williamstown,NJ,Gloucester County,08094,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,298,39.900506,-75.562972,0.98,nearest_street,,Us 202,West Chester,PA,Delaware County,19380,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,431,40.891407,-81.419395,1,rooftop,1400,Pittsburg Ave NW,Canton,OH,Stark County,44720,US,Stark
Sheetz,201,40.192944,-76.991549,1,rooftop,1423,S Market St,Mechanicsburg,PA,Cumberland County,17055,US,Cumberland
Wawa,295,40.20847,-75.661487,1,rooftop,1417,S Hanover St,Pottstown,PA,Chester County,19465,US,Chester
Wawa,599,39.440233,-76.345864,1,rooftop,1419,S Mountain Rd,Joppa,MD,Harford County,21085,US,Harford
Sheetz,252,41.03363,-78.405041,1,rooftop,14191,Clearfield Shawville Hwy,Clearfield,PA,Clearfield County,16830,US,Clearfield
Wawa,452,38.946765,-74.909157,1,rooftop,1426-1428,Texas Ave,Cape May,NJ,Cape May County,08204,US,Cape May
Wawa,87,40.59993,-75.401479,1,rooftop,1429,Broadway,Bethlehem,PA,Lehigh County,18015,US,Lehigh
Sheetz,325,37.271792,-80.036595,1,rooftop,1507,Apperson Dr,Salem,VA,Roanoke County,24153,US,City of Salem
Sheetz,247,40.485327,-75.837695,1,rooftop,14350,Kutztown Rd,Fleetwood,PA,Berks County,19522,US,Berks
Wawa,7,39.825758,-75.421634,0.98,nearest_street,1426,Market St,Marcus Hook,PA,Delaware County,19061,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,440,37.369689,-79.302175,1,rooftop,14449,Forest Rd,Forest,VA,Bedford County,24551,US,Bedford
Wawa,651,38.792556,-77.62248,1,rooftop,14461,Lee Hwy,Gainesville,VA,Prince William County,20155,US,Prince William
Sheetz,265,37.325155,-79.190728,1,rooftop,14480,Wards Rd,Lynchburg,VA,Campbell County,24502,US,Campbell
Sheetz,455,35.918944,-80.585475,1,rooftop,1449,Yadkinville Rd,Mocksville,NC,Davie County,27028,US,NC Geographic Information Coordinating Council
Wawa,8058,40.093763,-75.365652,0.98,nearest_street,,Us 202,King of Prussia,PA,Montgomery County,19406,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,855,39.158177,-75.558982,1,rooftop,1462,Forrest Ave,Dover,DE,Kent County,19904,US,Kent
Wawa,5185,27.431028,-82.394666,1,rooftop,14510,Sr 70 E,Bradenton,FL,Manatee County,34202,US,Manatee
Wawa,940,40.390876,-74.339434,1,rooftop,1453,State Highway 18,Old Bridge,NJ,Middlesex County,08857,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,5142,28.564739,-81.16659,1,rooftop,14548,E Colonial Dr,Orlando,FL,Orange County,32826,US,Orange County
Sheetz,312,40.112286,-76.452457,1,rooftop,1555,E Main St,Mount Joy,PA,Lancaster County,17552,US,Lancaster
Sheetz,496,40.270886,-78.857142,1,rooftop,1455,Scalp Ave,Johnstown,PA,Cambria County,15904,US,Cambria
Sheetz,517,38.448383,-81.818097,1,rooftop,1439,Charleston Rd,Poca,WV,Putnam County,25159,US,Statewide
Wawa,993,40.254899,-74.367795,1,rooftop,207,Woodward Rd,Englishtown,NJ,Monmouth County,07726,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,46,39.594446,-78.830572,1,rooftop,14610,McMullen Hwy SW,Cumberland,MD,Allegany County,21502,US,Statewide
Sheetz,220,39.484368,-77.957006,1,rooftop,25,Administrative Dr,Martinsburg,WV,Berkeley County,25404,US,Statewide
Sheetz,241,39.442355,-77.986137,1,rooftop,14686,Apple Harvest Dr,Martinsburg,WV,Berkeley County,25405,US,Statewide
Wawa,656,37.136764,-76.546555,1,rooftop,14803,Warwick Blvd,Newport News,VA,Newport News city,23608,US,City of Newport News
Sheetz,255,39.966845,-76.777613,1,rooftop,2208,Brougher Ln,Shiloh,PA,York County,17408,US,York
Wawa,5187,28.348501,-81.233525,1,rooftop,14988,Narcoossee Rd,Saint Cloud,FL,Orange County,34771,US, Loveland
Wawa,5126,28.008048,-81.730095,1,rooftop,1490,SW 3rd St,Winter Haven,FL,Polk County,33880,US,MapWise (and individual Florida counties)
Wawa,689,38.473232,-77.436028,1,rooftop,15,Eustace Rd,Stafford,VA,Stafford County,22554,US,Virginia Geographic Information Network (VGIN)
Wawa,8326,40.891348,-74.074508,1,nearest_street,,I 80,Lodi,NJ,Bergen County,07644,US,TIGER/Line?? dataset from the US Census Bureau
Wawa,8623,37.513036,-77.698917,1,rooftop,150,Pike View Dr,Midlothian,VA,Chesterfield County,23113,US,Virginia Geographic Information Network (VGIN)
Wawa,8131,39.949503,-75.150984,1,rooftop,130,S Independence W Ml,Philadelphia,PA,Philadelphia County,19106,US,Philadelphia
Sheetz,27,40.235021,-78.830848,1,rooftop,1444,Graham Ave,Windber,PA,Somerset County,15963,US,Somerset
Sheetz,567,36.434414,-77.636985,1,rooftop,1500,Julian R Allsbrook Hwy,Roanoke Rapids,NC,Halifax County,27870,US,Halifax
Wawa,8045,39.967314,-75.527379,1,rooftop,1501,W Chester Park,West Chester,PA,Chester County,19382,US,Chester
Wawa,137,40.603516,-75.491086,1,rooftop,1501,W Gordon St,Allentown,PA,Lehigh County,18102,US,Lehigh
Sheetz,186,39.209328,-78.179292,1,rooftop,1503,N Frederick Pike,Winchester,VA,Frederick County,22603,US,Virginia Geographic Information Network (VGIN)
Sheetz,189,40.542074,-79.798174,1,rooftop,1512,Elkins St,Cheswick,PA,Allegheny County,15024,US,Allegheny
Wawa,952,39.987787,-75.022205,1,rooftop,1505,State Highway 73,Pennsauken,NJ,Camden County,08110,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Sheetz,458,37.359156,-81.106321,1,rooftop,151,Courthouse Rd,Princeton,WV,Mercer County,24740,US,Statewide
Wawa,291,40.046119,-75.406378,0.99,rooftop,670,Lancaster Ave,Wayne,PA,Chester County,19087,US,Chester
Sheetz,627,37.191333,-77.365569,1,rooftop,151,Wagner Rd,Petersburg,VA,Petersburg city,23805,US,Virginia Geographic Information Network (VGIN)
Wawa,285,40.211028,-75.13725,0.99,rooftop,1619,County Line Rd,Warminster,PA,Bucks County,18974,US,Bucks
Wawa,8350,40.722972,-74.252533,1,rooftop,1505,Springfield Ave,Maplewood,NJ,Essex County,07040,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,963,39.023197,-74.934861,1,rooftop,1518,Main St,Villas,NJ,Cape May County,08251,US,Cape May
Wawa,557,39.546223,-76.314146,1,rooftop,1515,E Churchville Rd,Bel Air,MD,Harford County,21014,US,Statewide
Wawa,852,39.692773,-75.580246,1,rooftop,1515,N Dupont Hwy,New Castle,DE,New Castle County,19720,US,New Castle
Sheetz,637,38.035258,-78.500544,1,rooftop,1517-19,University Ave,Charlottesville,VA,Albemarle County,22903,US,City of Charlottesville
Sheetz,618,40.89574,-79.908253,1,rooftop,1518,N Main St Ext,Butler,PA,Butler County,16001,US,Butler
Wawa,8331,40.343059,-74.661134,1,rooftop,99,Alexander St,Princeton,NJ,Mercer County,08540,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,8040,40.243058,-75.614592,0.98,nearest_street,1576,Sunset Dr,Pottstown,PA,Montgomery County,19464,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,470,35.64171,-80.47554,1,rooftop,1500,S Jake Alexander Blvd,Salisbury,NC,Rowan County,28146,US,NC Geographic Information Coordinating Council
Wawa,957,39.981895,-74.806329,1,rooftop,1522,State Highway 38,Lumberton,NJ,Burlington County,08048,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,845,39.123019,-75.501218,1,rooftop,1525,E Lebanon Rd,Dover,DE,Kent County,19901,US,Kent
Sheetz,446,40.338833,-80.598102,1,rooftop,1525,Main St,Follansbee,WV,Brooke County,26037,US,Statewide
Sheetz,298,41.167524,-80.110199,1,rooftop,1526,W Main Street Ext,Grove City,PA,Mercer County,16127,US,Mercer
Wawa,70,40.154807,-74.896415,1,rooftop,1528,Trenton Rd,Langhorne,PA,Bucks County,19047,US,Bucks
Wawa,5211,26.690001,-80.074063,1,rooftop,1530,Belvedere Rd,West Palm Beach,FL,Palm Beach County,33406,US,Palm Beach County
Sheetz,205,38.81472,-77.642898,1,rooftop,15315,Washington St,Haymarket,VA,Prince William County,20169,US,Prince William
Sheetz,621,35.768421,-80.854734,1,rooftop,1532,Salisbury Hwy,Statesville,NC,Iredell County,28625,US,Alexander
Wawa,346,39.806663,-75.095041,1,rooftop,1929,Ivanhoe Ave,Woodbury,NJ,Gloucester County,08096,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
Wawa,45,40.074192,-74.960209,1,rooftop,1549,Eagle Rd,Bensalem,PA,Bucks County,19020,US,Bucks
Wawa,8007,39.903808,-75.282525,0.98,nearest_street,1565,Us Hwy 13,Folcroft,PA,Delaware County,19032,US,TIGER/Line?? dataset from the US Census Bureau
Sheetz,288,40.355706,-76.987294,1,rooftop,1550,State Rd,Duncannon,PA,Perry County,17020,US,Perry
